497 Kimball_Ave_&_Belmont_Ave 41.939398 -87.711561 23 5/2/2015 ...............
322 Kimbark_Ave_&_53rd_St 41.799568 -87.594747 19 9/21/2013 ..................
74 Kingsbury_St_&_Erie_St 41.893882 -87.641711 23 6/14/2013 ..................
133 Kingsbury_St_&_Kinzie_St 41.88917683 -87.63850577 27 4/25/2015 ...........
592 Knox_Ave_&_Montrose_Ave 41.960631 -87.745359 15 7/12/2016 ................
499 Kosciuszko_Park 41.93058537 -87.72377736 15 5/1/2015 .....................
545 Kostner_Ave_&_Adams_St 41.877917 -87.735737 15 6/15/2016 .................
536 Kostner_Ave_&_Lake_St 41.885928 -87.73541 15 6/13/2016 ...................
406 Lake_Park_Ave_&_35th_St 41.83127424 -87.60879919 19 4/14/2015 ............
267 Lake_Park_Ave_&_47th_St 41.809443 -87.591875 15 9/17/2013 ................
419 Lake_Park_Ave_&_53rd_St 41.79949429 -87.5864499 15 4/16/2015 .............
345 Lake_Park_Ave_&_56th_St 41.793242 -87.587782 19 10/9/2013 ................
334 Lake_Shore_Dr_&_Belmont_Ave 41.940775 -87.639192 19 9/27/2013 ............
329 Lake_Shore_Dr_&_Diversey_Pkwy 41.932684 -87.63625 15 9/25/2013 ...........
76 Lake_Shore_Dr_&_Monroe_St 41.880958 -87.616743 39 6/24/2013 ...............
268 Lake_Shore_Dr_&_North_Blvd 41.911722 -87.626804 39 9/12/2013 .............
99 Lake_Shore_Dr_&_Ohio_St 41.89257 -87.614492 19 7/15/2013 ..................
157 Lake_Shore_Dr_&_Wellington_Ave 41.936669 -87.636794 15 8/1/2013 ..........
459 Lakefront_Trail_&_Bryn_Mawr_Ave 41.9840367 -87.65231047 19 5/11/2015 .....
313 Lakeview_Ave_&_Fullerton_Pkwy 41.925858 -87.638973 19 9/20/2013 ..........
543 Laramie_Ave_&_Gladys_Ave 41.875806 -87.755285 15 6/14/2016 ...............
530 Laramie_Ave_&_Kinzie_St 41.887832 -87.755527 15 6/13/2016 ................
540 Laramie_Ave_&_Madison_St 41.880207 -87.755337 15 6/14/2016 ...............
288 Larrabee_St_&_Armitage_Ave 41.918084 -87.643749 11 9/13/2013 .............
359 Larrabee_St_&_Division_St 41.90348607 -87.64335349 19 5/2/2015 ...........
48 Larrabee_St_&_Kingsbury_St 41.897764 -87.642884 35 6/16/2013 ..............
28 Larrabee_St_&_Menomonee_St 41.91468 -87.64332 15 6/22/2013 ................
27 Larrabee_St_&_North_Ave 41.91021 -87.6435 19 6/22/2013 ....................
364 Larrabee_St_&_Oak_St 41.90021949 -87.64298547 15 5/2/2015 ................
144 Larrabee_St_&_Webster_Ave 41.921822 -87.64414 15 8/2/2013 ................
40 LaSalle_St_&_Adams_St 41.87934437 -87.63198522 15 4/25/2015 ...............
181 LaSalle_St_&_Illinois_St 41.890749 -87.63206 31 7/21/2013 ................
283 LaSalle_St_&_Jackson_Blvd 41.87817 -87.631985 31 9/14/2013 ...............
98 LaSalle_St_&_Washington_St 41.882664 -87.63253 15 7/15/2013 ...............
440 Lawndale_Ave_&_23rd_St 41.84988195 -87.71700039 15 5/7/2015 ..............
